Deep_House,Tropical_House,Progressive_House,EDM_Progressive_House,Future_House,Future_Bounce,Ghetto_House,Bassline_House,Melbourne_Bounce,Dutch_House,Melodic_Progressive_House,Deep_Progressive_House,Chill_House,Afro_House,Electro_House,Real_House,Tech_House,Nu_Disco,Melodic_Techno,Industrial_Techno,Hard_Techno,Deep_Techno,Ambient_Techno,Dark_Techno,Acid_Techno,Dub_Techno,Rawstyle,Psystyle,Hardstyle,Happy_UK_Core,Uptempo_Hardcode,Frenchcore,Industrial_Hardcore,Bigroom_Trance,FTP_Trance,Progressive_Trance,Uplifting_Trance,Tech_Trance,Classic_Trance,Goa_Trance,EDM_Psy,Full_On_Psy,Dark_Psy,Progressive_Psy,Melodic_Dubstep,Melodic_Bass,Color_Bass,Riddim_Dubstep,Deathstep,Deep_Dubstep,UK_Dubstep,Brostep,Future_Bass,Bubblegum_Bass,Leftfield_Bass,Liquid_Funk,Neuro_Funk,Drum_And_Bass,UK_Garage,Future_Garage,Breaks,Jungle,Big_Beat,Hard_Trap,Hybrid_Trap,Heaven_Trap,Dark_Trap,Chill_Trap,EDM_Trap,Glitch_Hop,Neuro_Hop,Trip_Hop,Jazz_Hop,Ambient,Chillout,Downtempo,Midtempo,Electronica,IDM,Indie_Dance,Complextro,Brazilian_Bass,Jungle_Terror,Jersey_Club,Carnival,Moombahton,Moombahcore,Synth_Pop,Bigroom_House,Bass_House
513356045,437608088,1341937145,2060008642,30798553,1459855915,863390123,1483707231,453176207,26224142,560555498,1375347352,542667073,1432010741,444058919,1322184661,2046956282,1857433891,1374191649,1368791812,26396853,524149810,480409280,26555107,1351415586,493042703,1299640291,1415604782,471566685,1321603413,1808437367,1952323313,1457798957,1991132579,1863421925,566443456,1419759731,1343620207,27103249,27547786,1349398247,1483612715,508045147,26372310,1810707883,446549369,1839209324,1324813720,1398840767,1354412335,1994702024,1374005070,31997691,1819176410,1342134717,1491112638,459139953,1471947218,1404637614,517567390,1854059601,1453896900,1396940444,414586260,1851222691,408332823,419116193,28477638,36841652,5074209,1492074402,406544,400385,1343750528,408532417,16280589,32574586,1905507594,1038905,2038551857,31365609,1300169616,1331023454,543000939,1305913240,440207757,28268046,1334762638,1397050396,1322183745
467166517,477742555,431610371,412911479,547295960,465675024,553578013,513327869,27542762,27072309,1417604007,2012628410,546964469,563783478,1464332279,1317368842,1381019663,5198311,1812392329,551514301,1394312011,1811403227,1410762501,28752301,33791238,1397442068,1348712650,1490932377,1484226923,548575749,1454761155,1448276197,1353125235,1921153465,1294732251,563783232,1810162038,1294831130,16388476,1339341775,1437083851,503344395,28826477,1376184782,1932426909,28437572,1892157182,1395749308,1381365154,1304802630,1482902178,1300565416,1981527514,1296253458,1381618862,553452890,865699289,1500749070,18949455,484365112,409941532,30431390,19460403,467390097,1867030097,1944723959,1498588705,1806370731,1403777426,27558233,1396308051,4159874,32405920,1401385635,33495513,1298287270,32353298,2009738404,28257172,1469188857,2039061539,528271525,402070032,35848920,1323352980,30854130,18929049,1476934408,1432442165,1945496135
28436983,34766709,862759981,33035575,31311628,1340273870,563348314,863489808,1432532027,26591337,1967647609,1408046109,461080696,535714407,19778930,550794484,1857170326,2010275400,1467301753,1932701639,508081736,1857212535,1460549688,1376817011,1403749351,2892794,479029322,1425222446,28621332,1405079929,1388366027,1826070300,26625887,37988115,484314574,560706283,1417113525,1400413511,404991239,505352579,501220023,28470530,485897073,1338709635,1400361707,434659448,1832024243,1387557179,1368565378,516657036,1451767892,1383782181,464377444,26189065,1365157281,574131999,1295079443,452601103,1407993284,1397597488,1963151428,496577135,2014774418,446508362,1415939681,436346513,1311409709,1437509025,458496700,26758155,1320435320,16823332,750245,1457458937,30398469,37211360,1399996448,1452371658,1424651301,1306632521,36872213,500317128,420125102,1887211122,1339855483,1474580253,27909872,510564980,1814140193,558219083
1403046461,32341810,522529657,1459024792,1490544384,551338051,1297875176,1485232411,33419081,31545202,477992142,1362603746,1415966167,513815708,1417055923,1351417341,1406679140,487210760,1343009428,574388210,1826371577,1403694918,1827743394,1339074566,1340433207,1386967038,1305367232,1875359599,1303099728,1383904972,1381794345,1384277527,493156836,553941343,1337164334,1428868630,1931257631,539282382,27049625,27149837,1952188720,487190252,28694715,1971486921,1342955242,1342935707,1501446057,1912109770,1366924498,1907740564,1871695578,1360746868,482796669,1382990818,492833540,28268029,33419706,452601116,421531,1390071063,1453973516,1385959851,33300525,404184308,1473805815,1417465461,524322198,1407076679,428591955,1841482731,485354543,21252138,3234776,1463425471,31947747,1935508278,1388286226,1345471063,16296070,1461777772,29388119,1300604585,34986277,41666511,1428882964,471411392,1341994570,28999940,493285619,448916040
1433430858,417859204,1301928247,456175107,446508551,1348553537,1419652439,518863544,36990425,29374049,1413156217,1426759118,460099308,34722331,1472768923,1448237551,563679158,1479878167,1459651136,431644043,1870901626,573583482,1479713421,1404414556,493041078,17223389,1416679931,536570114,502709934,24122387,1856205181,1868489164,1331494280,1874718487,1395759203,1401180467,534946855,862336938,19632124,505352583,448147095,1357497269,573056438,2005691499,1935791124,1917262314,1864549432,1299458227,1355267450,1357568904,573622330,506094022,430208460,1861551614,509311637,573918222,1337210729,1919090262,566725076,508297729,1954235849,27037405,507906088,489770173,1327858048,485960404,399411050,28361356,471565434,1407438185,1454341724,1306344929,41632486,1416844413,27041113,448742203,547764481,26159285,508705640,1942816235,1960404600,1314370692,1348448790,29844479,436699076,420513400,26455862,1978372609,1824148472,28405125
554004025,30780499,1318611167,452608998,410629361,481535520,508903969,1318648581,31370010,29566248,1893066820,1345612954,1445047405,1340433572,539982466,1330243279,561502672,31514030,1815246410,1367341050,507936422,1424665818,3096556,1478554283,1393727695,1394160104,1355182813,1425409259,1325897787,1951857489,1377318494,1904458046,1397243008,1321930212,1489361194,555590202,1991002819,1924415251,27007839,28353757,1862852889,543968439,28046446,1353681088,34998385,1466202254,1910623363,1440286350,29374712,1454293969,1830908309,34834739,1487182583,1341071467,1367392276,2024002958,475070010,2048106822,1325862196,428642573,534228230,1960624500,1311510108,411214107,1493005488,467394142,1323123874,27708107,404184312,1826101460,28383752,26304373,3046461,1321508337,465262647,523248095,541492319,1989493501,19165632,1372493056,1930317736,499274164,1345916329,1991780744,1436971104,518077201,27638773,29019240,435004520,458507926
1331063848,436488007,28690069,1421433164,573292472,427373896,516738775,1332006055,544773207,33418477,27823658,1457590585,1389110708,513972500,503928426,1336656678,1302723118,27162543,1358667634,552398593,573948213,1378554,1355358997,26592047,558147196,3096572,1458063069,571338341,427595807,1903828906,1379869382,568254431,1455352361,461124807,1296783077,429450172,1997170038,1935509080,472765840,503766838,864420491,1311825427,509048156,1385796325,1925007140,1961807589,1410779249,1417924255,1368563822,1936148695,1825020694,27152620,433018373,453176528,1845452963,1298622421,1385633816,1488458899,26755186,1381434637,1911326182,2037141146,18106709,1350553067,1481676609,505474742,506853619,446508060,1454704936,1826102447,499793412,4424468,1995198,1356445387,31381569,5066848,1368148810,1328176018,1883760751,1480242502,27692959,1374507775,1322153368,37206358,419646908,421148444,1403617018,40157304,35288062,403012587
1967261069,418603845,1317318004,1346050333,514052424,1443498363,551335532,1393912908,1412843953,27908671,1366896741,1382778104,518894065,517965932,1323252018,1318120311,556076482,461624698,483242871,1301946358,1398574593,1437149691,1451649189,1899769510,1842730531,1900002637,1403093732,530995617,1872025360,562598106,863200889,1959795813,503969867,1403015291,2052094912,1305499423,1332918443,496382415,1824914,26923045,1413386204,1311394060,501541311,1955844879,1990362380,1932721483,1488966500,524642243,1381368046,1466153889,1493258686,443277336,424477804,462516243,446874227,518076380,489970946,1429862252,2008316143,1808845151,1444408474,1393598450,27250845,475240924,2053604845,1420937334,400876085,862180054,1394953358,1314751313,1939436833,21224194,28642049,1401864002,41633324,28143257,513227480,2021003403,1318048970,1385974048,28178211,1456443107,28133300,1959574026,36094212,456185396,29529230,40157302,1859653250,420500345
544000247,862206615,549934924,32803103,1472921335,569870379,407450644,1302236519,33728279,26586017,421160143,1326162793,35345482,562594094,27669826,1444849461,1986550655,1323757496,1354770093,1353625397,558247080,1337132477,22811849,1887056162,1919726283,1303247463,1406467976,497223073,30854739,500665457,2000629592,1325711399,503969870,1887160186,1316547037,456185105,1926618629,553424641,1808823,17669725,488647312,1982964398,484447308,1395140695,1479472931,554375621,1871153147,496869049,534315055,1412112078,1821821071,28667025,468877958,414118654,1473580949,548060336,1303197141,1475525839,26704569,422977877,1878934816,1813205625,1345978,428642702,1924429817,1346093052,403136029,425828457,474764269,1477721509,27719030,19154081,1406649736,1397050554,408277206,28557223,32737396,1311550089,1299092874,2035368015,34998386,1375262143,1446628415,28644932,427542272,1845737947,27875317,31477262,1481849567,39227555
1466765526,401723081,1422492072,491955319,35023065,427542115,1389368463,1415878026,1836838897,28525816,529823422,1346354406,39956005,517965931,1391995753,519913446,1346862998,1381686032,1325294201,1944745271,566367966,1294872910,443876362,28344478,1311053113,28245653,509313964,531546831,443292097,33367548,1319892970,1935186855,1335268384,1390408775,1401016168,2019185240,1353150481,1813405158,2046391210,406037582,1360746868,502706912,1951152270,428116993,1822917452,1480541326,1497061591,526099041,1323267011,1301141423,1944181514,437290511,529619141,29533405,1965956981,517566238,574019519,1321810386,1888468731,1376647584,1417076082,1379285155,17453705,448144144,1905530831,1432056897,540347837,521765498,34179870,26393973,1939484986,21252179,704329,1982859611,33252425,429210900,422790268,1415345517,1454727,1988321515,1419433423,545552339,1805355482,487375349,446875323,1415735685,464192616,28096585,33262612,417247306
28419363,420125934,529317213,1878484250,410446596,483690460,1356643415,1300557855,426009041,1408854232,1368002197,1377551641,1333576113,1487327234,30051218,1309968499,1462787376,31923862,1809483008,28002134,2024713418,1480502283,26614572,1406594762,1362449530,1481067829,1301573502,1405033332,1954755274,514912219,1821391729,1303019135,1387304552,1371507251,548060435,1334395551,433681531,1327869735,445666138,495052958,508413770,1362281040,509048155,1355367926,468517836,1494147820,2020508184,1428068155,489970193,1406232269,1932592922,1316508299,32235683,1372035121,2012438446,19184115,1380328378,30953063,1951284810,1308818079,1397324192,1404570582,2611461,1374595561,1896246515,29357322,400162942,543988986,410518207,407889633,1321392716,421423014,26093076,1487862935,479403053,28383796,31152266,573168251,988415,1317518847,1323304241,1336871670,536870730,1450183126,1303019107,456381018,411347149,477839325,411214036,451113180
1973410575,33389122,862138975,405377702,420134377,1822418201,516611092,1299048462,567236112,41636639,456185537,1345627725,518887030,1446396258,1851192676,523299542,1456373540,572085156,1338568661,1394377102,1928897474,1440854380,1454854460,1425985583,516242476,1363470410,507532256,1432309321,1357457186,1864577658,1341974298,1329241755,1394384720,573601410,522353299,1976178215,477839802,41667759,522139319,27005147,1861028701,504017210,1302084076,1376184785,1817299988,1905362597,1949353324,2022755685,462686726,1301850309,26484575,521780332,862318366,1367496786,1484828860,574281324,32619149,1837713642,1390591950,402070083,1440290863,458496137,27127307,1300026887,1336866784,464647628,1965672368,438456153,441489778,545589030,525718206,2922578,1327627461,1975550850,30398373,16846103,400689552,1478554285,26369973,1967223999,1384286084,1368188377,1419181569,573870780,1313706314,502925875,437292493,1814076248,28710745,427416035
532776226,31301088,1337565032,39443463,493551175,1490989539,496871004,529031435,26153171,36492081,1398934822,1405010809,1415767947,506739974,480575776,1333792328,1319821190,26505875,1336866755,1444060967,2006374864,1835811994,1337117687,1341067529,1302066153,1813801176,1301573132,1336864996,462997637,497131932,1329263415,1399889619,1455522030,1834329089,1821531617,1419768526,1411445398,1307474820,26678549,26463203,571942129,28533678,26469564,1809137693,1499750514,484314490,1810234872,498577645,507116250,1354412334,1309481582,27909913,1479680133,434732101,1418519811,1327878283,28938091,490637463,1835760796,493663278,1405390556,2036277837,19606054,453268438,1852519115,1400369399,39224151,428375169,32405162,518896965,1430658402,2750258,1788887,1344005461,33495327,1341956110,35307654,1442576921,26521114,1500076668,29365728,1301782692,1442178797,1914816480,571930457,1483054768,435288973,26430717,1359334369,1428416618
547706535,409181520,1398179215,1935639773,29713813,1834761366,1335942819,552648652,542022139,27523433,496870698,1373780871,2014942298,1414260250,1306112112,1919404953,484314332,35681633,1321631437,1384286481,511925618,550136043,31545033,547538073,1422596897,1784621,1366904656,1319994608,446875579,1986858795,1959802324,1442915955,2049244823,1825663068,475279878,562592033,26356795,28412656,26702740,26857230,1300162991,1311826321,32143324,547467850,458231706,1853470352,2036199935,532777503,1297747795,1464118894,26714680,1307222811,1344991678,1832788699,1343255444,1366702311,1343407260,1486635918,1405018736,27754784,1376819591,2024930853,5226601,524178802,1853472768,1389013045,2039225394,36509916,456175299,17640729,1306053103,21277109,406494,512991865,401250947,29715050,1348651700,1393430473,26521108,1355079780,34532854,1471322917,1443101534,1474033107,863170674,470688675,5074206,426026094,1830222877,2055151205
1331079165,29422008,33987185,1921927479,481537777,511920804,545539603,1873050260,432792463,37240638,1398934821,1284729,1299550143,1294933819,26695071,484314324,1402967559,31108417,1437150730,1446902873,2047154628,570086062,1374673062,548843248,1389701726,1388111817,1417103708,1444037605,26155595,1382270108,1473986331,1336871374,25791285,1345863622,571939863,1320306043,562806176,2053295152,1825586,1980510802,2044701993,499922944,1980423043,1378639369,536623529,1385765724,1825269302,1472769004,569214166,1823297810,19089821,529823403,454924211,1315924145,472141847,1366702310,1807859995,487527837,557610223,1415208924,1965990761,1263122,2611588,445702192,2004198163,417247477,1311409703,516228010,1458349327,479938754,534263534,1379969643,446728111,19290520,33987523,28279069,555841399,1369835938,571340883,1399789932,31563649,475250155,507192067,409647644,542445030,557584475,28912196,27690424,1297743861,27710345
1427330410,33522447,1379416447,1383742043,29487963,508297664,467166266,484365338,541964378,27704582,41643224,1356635779,545540435,525517552,429210425,1385077477,524445246,424264676,549411174,27241189,508081734,1436908127,1461316819,1385987623,530745896,27400631,1345693215,1386701572,21719967,41630360,519708584,1863265972,1331504076,506092034,1404452387,1294731612,1854815234,1866454435,483994688,18272984,1386887701,1310060798,26398575,1374894640,409060989,523042017,1954034295,1361142194,534126529,1834410631,1950566300,484365131,421160521,1833372149,473964555,1837711576,546964478,1453154607,26783289,1300162933,1296992,493042923,500282357,436046329,1891618669,1408068346,37722897,39224582,1419408546,1383782178,547960099,1921927100,29181811,1973384989,28752754,28833718,1353377262,1418020663,862134817,1922902657,32408129,1496969951,442314829,36496325,1365284843,28279006,1965446425,1449851569,1482703834,405242424
1415337724,410801521,1324513191,1440578260,1310993838,1473753849,1864359437,559498577,563185132,1388732172,549664436,1357567016,1416904200,1381604757,1306632524,2023111473,1832577398,534541195,1313000282,563419994,1340665212,1859473534,1331800184,1376170091,480409113,1469694678,1294610280,1388927863,399953158,404182475,1479787159,525241878,1916688870,1336954018,1429602751,1425986258,1431751791,1852349056,27127483,27054022,1370108628,1395534243,1310035668,1819811129,485960392,1465383614,1864887908,1889102838,535778690,1377432331,17224594,403711467,523042017,1875053491,1473580948,435552549,1321382817,1971291547,2031964195,1425801676,1365393565,1389522838,28852002,482988858,1972950169,34497202,401386066,426852709,446508362,1338177616,1454266235,32337423,453268366,1371703532,41633317,28363901,1354608659,1832309173,1404637618,1904978437,17740199,1340077320,1477439371,1443624207,1315469348,29999920,34468942,28013227,34033521,31284084
521418597,31421001,1878476210,1361195402,31090280,500684414,500684619,1987491867,410629428,26456052,1932419463,1427585490,1388950701,1472515412,28941498,1328243639,1479681682,424264679,488267942,1397130476,541976818,498555609,20120218,1331063475,1443758670,1851502412,1404833254,477992687,1867237589,1928784153,1403293975,1341923672,513815227,1395749960,1863091191,1492603156,419596504,1416742610,27207195,5223556,1336856568,502709901,508828317,1433470664,1963883402,1360933608,1882975209,1449960389,27839884,1445048458,26653591,1332619654,1492444901,1428432224,1464120362,1996933671,429210018,2048490238,26750876,1874314464,1835654530,1367319673,1372114797,1301157857,1854029854,529391089,401382427,482636134,1419421546,409931659,27719035,1093560,596887,1486520896,507065617,406346942,534228257,1456599715,4052838,1913341184,1823537242,1425814897,427614136,1845820030,482988864,1457569303,31284001,21309473,1375174852,1402790637
1454324648,33051804,1827415612,28786496,1408951405,1854135055,1458438376,531931351,541681724,29709189,483671667,2051473461,570288870,1392176790,27578494,432076002,535382633,421423543,1394986559,1892237250,574186595,1377861768,3096566,573919473,1306496882,17223387,28434025,494407425,1365179599,29017458,1321585675,1297743593,2011535387,1405059110,1347402557,863877777,1336996213,1449625688,16336648,16631191,1401945176,1429414673,1483786488,1357576358,1438363679,2042255763,1835947075,1296558187,1381365156,1427031828,502228087,504686274,464377244,1859570258,1432584289,523401801,508917722,487527819,27211800,1300164429,1823205865,504862693,1345916,39940044,1436019013,1302084525,1841511347,1398699104,1380123398,28875299,1482918873,3274190,857896,1473761409,27485255,399341010,418708676,1456147014,26521105,1957543756,29016412,1388514854,511920059,1369855743,1322496269,414980108,416552508,440207422,544208090,33916120
1417113869,35447311,566442033,400875423,30569426,1492478388,1369906211,1332004708,437605492,33715341,1345938925,1998870305,1304749343,1348835867,1417055921,863086998,1456992351,27921294,1963232446,1334769254,1391248809,1843479843,19431032,1302377797,1297553577,1479234790,473742013,496382342,1964540349,501008435,1969170892,1299550618,522537692,1402944732,1323264436,1416597958,1393105673,2017036934,19686745,26244005,1302066363,522621314,574103311,1478304475,1420948750,34040902,1814085873,1370476930,1354625407,1351743160,555298742,31460203,497223012,31967322,2036195588,520065478,1424487649,1946868739,22661904,1364330483,1925189901,2017419540,19460190,409941557,1851604894,426852371,401382209,38018579,29600210,493283370,1365666028,21252175,481537371,1356030523,23126388,31053729,1429613156,1307320153,22265968,1492479957,464015795,863554384,413812724,1403775790,511921875,428203682,1336689031,28411227,412911098,1436309747
1442636566,29422007,2006908382,1442454178,405372719,1461579206,1315772380,1932761300,25691648,28461867,27823660,1492270120,563381435,1348840425,504685148,1440843533,1401522767,1434013155,1439680844,862426626,571332103,28361876,1440290991,1305284343,864639521,1415421562,571960660,566442284,458231634,1498671986,1955790669,1299550509,1976482034,476630962,470573542,1346268055,1473895965,1960408150,2000815821,27054018,2026262053,1355388053,1424385048,1987735741,477934002,1333547132,1913278846,516189024,431534250,1427018278,26552836,426194484,476565447,28485300,550068569,1470154131,574145457,1873679836,1912791728,507794628,1474934986,1882565536,27208678,406907302,1363295995,1481845442,540626945,28341413,458496750,1376250955,1443271601,30431371,4909215,1487862936,408522311,26487960,476324553,1357486053,18272993,1870591807,524150993,1474583876,521416688,35957315,448706016,1344411418,28483865,26064597,28471029,1305367285
1355324663,36664525,562597039,1839900967,421160176,1448986772,524150214,531931346,1299627104,34923708,1363178113,1479668253,515223310,1407350128,1328794172,1327539251,1402967558,424262715,1342747028,1332022034,1477987771,2015394389,16295933,1417803943,1899280537,1369852183,1329126063,1817052105,1403125809,2028021555,1430295241,507462401,1815413682,423997765,1433244182,420134760,2061617345,21410126,21392131,24141737,491955285,1406394663,508045148,2035007189,1957212423,30355399,1862898193,571953012,439122555,1493262303,27018678,525239779,1393322020,1420894593,1441154465,863086228,29734487,490637455,26704572,1296583094,135411,1416121679,1326032432,474764300,1930390906,1939621680,407889176,469065560,36664610,1449051024,1356119842,17332920,18841881,1395092209,425137075,29836746,441489226,1475357892,3208644,1932666377,543262625,561063335,411907356,543066409,33291706,480426446,28413955,1367495680,1371308150,1350595577
458711878,33510904,1316540492,1364530152,38679665,1350595577,1364125046,1353133341,553955397,29750322,1317410537,522529657,1336871156,425684094,421148506,1394471536,425136303,1450989949,1330233395,1294719085,551759561,548575327,27818304,1404632734,862098807,1331567848,500317471,1420468851,1346811705,27646307,1498240008,1384277528,452601664,1479638299,1400169470,1329900112,1401080955,1895794124,1824436,27054016,1387690061,1813715862,1396815657,1419435159,1405068929,2037053945,1473758562,526470456,1988615633,1983278773,571021206,1300565419,863481108,1355372207,534263534,17451268,29306373,452601106,29524281,1323744716,1819004031,2001149409,2454859,499274168,1377701396,451703735,1425137506,1906544300,28949755,1331744238,1417228641,1904292818,704304,1468377343,41650938,417250089,32857435,29387922,1299106152,2011628056,1475722849,1398916827,28436650,27532641,1348770264,419250715,34923664,1325847070,1367736403,507795194
504492084,34690480,1395927988,1480810663,566443110,1327977922,862099863,1295431869,544619985,28273055,29586341,1990826081,518904870,1313308133,479422725,1399689451,2052576838,28071991,1322177647,1829195971,865491451,1823740715,1441381844,1378186616,1387329269,525968984,1431282173,1420992899,447925831,2012127678,554239040,1349898074,1500102159,1343899408,530986976,1879289931,1295292626,1480255968,2417135,26923044,1474395080,1337257903,32242123,1405069432,1462896249,1918383499,1455257414,571340449,1333610915,26738451,510582539,1324013209,423227301,430685535,515392281,27318870,28356127,452608044,26239211,511920214,1334189056,1467301818,18360595,33223336,1423096510,427542524,404784900,407450359,423997512,28475394,484365277,484318536,37202149,2046391207,408532601,1300452341,507585221,1343539627,995315,2019496798,437859106,1418196842,557578756,530801110,459159695,429348677,1306535313,26605735,37239001,556204094
1409596750,34072557,2053647207,1950802995,425828123,532940016,522769933,1395944808,1353802106,29748766,1376696749,1366706696,563425153,1367112180,32574586,863921983,1382985098,1462178426,2032392695,1359803191,1293905953,493042071,1368193872,26516648,1382808051,1979504147,1458974286,1380209227,1980511004,28045716,1359980842,1809935813,1399825570,448317247,496619054,508873956,1438332279,1321528482,27039981,26923054,1329936031,1832777805,1805042523,2021498754,1873164638,1844596145,2055964766,1411820766,1306507063,507114227,1343386,1359059841,419597006,862345682,1817903218,1935974072,1392053761,520460395,22661851,1365301693,1456708665,1367319669,28071424,531051532,1869231963,1393151248,399410064,442867412,1311409703,529824361,1830677139,4143757,456052,2002478599,408055131,414979886,1371515134,29473800,574242661,1930716769,34998369,1343188737,1326267513,1863166496,34696861,461624431,34690438,1344292306,1497558476,489110014
1352304131,1947701388,1330507373,1420914778,1466203672,518076181,476987050,1318649495,1306536289,30284569,475072116,1401871228,29422004,1369775581,34045251,1419686898,1862438147,424264677,1420871696,1380433940,507936417,1392908149,1861489818,1394314396,862102842,3096552,546686076,1454429601,404184318,1488704051,1329245075,1809193612,502274181,1439225694,561503049,1392160374,1349275417,1462535824,1345478633,474567565,1421871445,518904132,1396816401,28186962,1365157898,2011812939,1859589085,1421707873,1407560850,1391064664,1447646856,30612330,556204166,2017840421,1454318250,1846582212,28356139,1365841273,27211783,41650327,1864090811,2060497173,31134375,438803028,1372933916,2039107765,37206002,421423546,27822331,437608327,1328813162,4235521,1797353,27138561,31593058,26895828,1419843410,1324996178,426852955,1475758228,461080387,1474330352,36921491,420125278,546723450,460444396,1363657455,1407900359,1870865870,1347015930
482386461,29415992,33241419,2020804729,28593002,1856190712,1377057608,507971403,504086861,1454641045,1409211902,1422103347,1401176483,503984640,27578496,484311344,2055861365,27003546,1307789404,1846712079,2032625957,1451853471,1315302405,1842730411,1332423591,1333284240,1388644883,1420468783,28102194,1860212490,1975108852,1935186856,1477742982,1334579979,1372285778,534066320,862085214,1387581041,2417857,27202578,1371507193,4446107,508828322,28871072,555950470,437605808,1833619416,1895736374,423314910,1465990161,2014221738,424264380,462686259,33111628,1315179736,525241620,1810457304,1470154131,28119864,1345843787,1351907655,1840566056,27127315,531040609,1499519295,501214874,32807471,32046047,1311671948,1893488445,1399052227,17157948,521417792,1494271119,5084999,403711220,1394899720,1366856336,1397049940,1368710302,32737773,1331505111,1459504112,28066343,1301913327,427542504,528272301,26621668,1334474474,451113692
1921337342,406072193,1294077718,1319011647,427542574,1861092871,1339316899,500392390,402070218,26273447,1443522492,1388742102,535603770,1374581799,29498743,1308547037,1375569985,495542046,1390540831,1903876088,1419839554,1922092384,4423010,862098819,573999573,1940115609,1379464306,1454386490,507796005,1983593220,1421230997,511475324,1353125237,1467051916,1434309520,1335446413,1851975946,495171624,19686906,26643425,2027851036,2026541483,558666559,1344873,1876365389,1474810916,2030761802,536623712,28859407,1400047863,1494131156,865055895,426850378,1356322978,1989570265,541956372,1374496037,454924586,1390895831,1344383529,1408627173,1372510187,4336884,500412320,1336864755,435552600,408055861,1345738862,32823690,476323051,1423226665,27363661,1788778,1453049021,432792559,400579445,404184619,33789218,571059077,1316547370,508987919,538802073,39224593,1461651875,1322153368,464192734,425137255,26520635,1449369065,1334859260
28436980,36024727,1323566835,406086474,1348854257,1463302855,862098841,478491595,547719586,1380420430,1447306359,1373208975,1328712425,1451955218,461811743,1381520019,557579494,494388070,1344512139,1366232955,1391248733,1403695263,1331577006,27750147,1470105059,1332392875,489506341,1803642959,1301573505,1443886540,1393324496,1444726128,27998641,546540467,28923066,1400477166,500954773,1433839803,21392135,862351377,1498763261,1388999094,28544857,1866098012,1835266139,31997693,1893505668,417243769,1368575439,424262172,1987321174,1407368715,515453696,402913567,1390241006,19184122,1907125217,463268733,18810310,39745958,1949331,1944178866,5226603,435288797,1419413541,1361747575,1325110399,1294970483,34280295,1314353782,1477276822,3737585,460112789,1454315386,31593042,30031460,487375364,28647959,16740959,1946765873,545966854,1338786989,34766389,1425763466,36307119,493041489,1999176055,493041538,1429641232,1329734353
447279091,36308012,1329748345,1906889932,865021274,1419415591,501403302,531931343,559444520,29374058,1401482851,1397041872,1293951446,1321886626,429210424,1384670524,467390322,518896914,1339889134,563419995,1383691328,1392864858,1404755947,1389767062,1392759415,28618505,479408890,473742017,411314062,1412337340,1461118679,1296558146,1393189501,1940007543,471374275,1354795491,2036808786,1833866882,21392137,1470552126,1452804362,1960587031,25000180,1440211666,1382366117,1460831171,1816981787,1410336030,1988614705,1304822446,1861576776,439121040,466122082,503141959,1315176009,28268042,566772988,1925328358,2034377212,1317507790,1311908299,2060499789,405372241,36924321,1447668472,420134996,411214113,26364019,29755508,1361335110,16597254,26839628,1600220,1430161429,41672563,26159284,505060819,28671024,1318534360,1870591805,26460158,1474155880,1333058576,32574175,1315467744,485410433,458989991,1359699011,1837952756,407889366
1426883074,33035611,518094325,1423375071,401249831,1883293682,404182411,509544013,562957497,26273965,558270472,1352073233,525239934,16954979,1417057340,1416893036,1409166437,509728636,1325343672,1359493105,1372712494,570087066,574011258,1350801783,1323436108,1457511850,1355089374,1392514180,409647709,1414167566,1371235562,1416398170,1331079337,28296391,540742125,1459311917,1887493666,1439273559,568624570,18808170,1406004917,1956207517,474764994,1931476924,1501908605,33111446,1897777182,1439290039,1368565762,1451894760,2037643409,34834738,456185223,33111640,1846711065,1468919567,574019520,2044370163,2017370181,1296583095,1329897776,27040767,1497728502,466795460,1835242520,1300187104,411314064,35310105,462686686,1418253395,1355343526,17780907,36496581,1471474378,28351900,30355978,1416893385,1371879676,26521112,520460268,441489838,1416190926,422790215,1496713626,1347837173,487379343,501853224,1449724894,422790142,403711079
454730625,34834545,1321905343,31789056,30706020,1393550288,2004559488,557486304,36587208,29816437,29533349,1333340640,1359482490,1441279696,456185367,1318990397,863720025,1826361671,1300119491,1932701640,1294313717,1850176285,16332568,27829146,522631666,1401354010,1458975111,1341922601,1403369465,35618051,1450742654,1501762109,1399643626,1500749876,551548355,1401181386,1826262728,1806629965,2029835882,505352586,474764973,1384464245,1326376495,1357576564,1917263171,30153705,1823214461,1308742805,1488386541,862369989,1928295167,436698199,1418260884,2007253431,1422182032,1334206874,574207431,452804495,1401263364,29750499,406086667,1884867305,31134380,526879170,1418392263,1402998682,420500342,405079317,427373831,27117634,1373132759,4143734,18055765,1395944832,408522021,16443281,471763295,1328505890,1313543857,2013517042,1881877876,1420745339,33728278,1860397829,865021916,478203384,542101550,17127222,413740200,1454089010
