Deep_House,Tropical_House,Progressive_House,Bigroom_House,Bass_House,EDM_Progressive_House,Future_House,Future_Bounce,Ghetto_House,Melodic_Progressive_House,Deep_Progressive_House,Chill_House,Electro_House,Tech_House,Nu_Disco,Melodic_Techno,Industrial_Techno,Hard_Techno,Deep_Techno,Dark_Techno,Acid_Techno,Dub_Techno,Rawstyle,Psystyle,Hardstyle,Happy_UK_Core,Uptempo_Hardcode,Frenchcore,Industrial_Hardcore,Bigroom_Trance,FTP_Trance,Progressive_Trance,Uplifting_Trance,Tech_Trance,Full_On_Psy,Progressive_Psy,Melodic_Dubstep,Melodic_Bass,Color_Bass,Riddim_Dubstep,Deathstep,Deep_Dubstep,UK_Dubstep,Brostep,Future_Bass,Leftfield_Bass,Liquid_Funk,Neuro_Funk,Drum_And_Bass,UK_Garage,Breaks,Jungle,Hybrid_Trap,Dark_Trap,Chill_Trap,EDM_Trap,Jazz_Hop,Ambient,Chillout,Downtempo,Electronica,IDM,Indie_Dance,Brazilian_Bass,Carnival
2094043265,413812618,531051246,1315467584,495218272,1958818611,1345863625,413812914,422960951,1401482850,1380808976,1481139636,572890086,1432514666,1478005775,1400014313,1400205883,2035297775,1403695595,1841902055,862098807,26699283,1816157998,1864429036,1920036720,548575282,1415751211,1426131974,1908790739,2020463947,521418810,1316766641,1441206630,2019153607,482809960,547467850,1401456194,436514420,1851479143,487590297,1334297032,1834410631,1376816986,547973100,1434132021,1867030096,1428655034,28356133,1909343243,1419411367,1811251107,26671355,2005190287,535305817,570244383,447926705,1638485,1410652876,32189800,35847570,2104333674,19141314,1933432035,1298692453,33599138
1340657021,420125887,2047289286,28912996,499274177,2090193151,1396845433,1382154647,1405421510,28361208,1415103838,30780805,1306157036,1473734156,424264681,1450796369,1832567732,1405149389,1850147792,1887056162,1430481602,1385332170,1455072138,1494996579,450222472,1316563347,1384290569,1459582899,26625887,1350446094,1350075234,533427908,501568264,1497360148,480769878,2021027788,1420765982,1496259464,1944894034,1385179388,1313107937,1837525771,26714680,470736054,525239104,1970779910,553813226,521780273,1884271860,1876734125,1396313168,478491518,2090507392,1440291444,33791232,432698442,1423251,1422524839,1930585514,417250089,1483637115,17365625,2052523084,1316211596,1323238039
1854031440,409181520,29490357,1859826230,485347224,1392052765,479938727,1320917290,516738775,1381676106,1989459147,1322648216,427614428,1395912869,1461558411,2116493544,28471113,1312221342,1343304899,1365294999,865021753,26553268,1466765576,507114133,1427775876,454924729,1998242809,27921112,512692381,1839468348,484314703,1380316153,495529987,1990928322,1396330856,1488970711,1405068929,480769648,1868060829,1381084995,1440706619,1371015169,1353358278,572836924,454435322,1322197865,1355928418,574344323,452608053,2057353167,1470512861,1479178173,1364987059,477321702,30064464,1831946513,1978114721,1453049787,36270025,31517626,28671024,26521106,1428268797,1367325270,479979562
2092434444,450160892,548251264,33955898,557583533,1376047244,564568397,2047819446,1298296500,1443522491,2102002726,1390174246,546723377,1377534058,412785402,1812128690,1459038767,491664891,1811400035,1389767062,569304019,1813801176,1416679931,1305913249,1448600754,1437312285,1368521393,1345693146,25791420,1475792778,1372285778,1400476827,1992298498,1345478607,2041294104,28186954,1391013502,507585221,1958611400,1831587325,1383873041,1967695044,1856083078,1376816971,33495768,1346050435,2094199288,1353126984,486814457,27189175,1820265851,2036293453,2040378357,408277589,442869370,453176892,430208211,2128763733,408522355,29362720,1839403159,3784970,1917476870,470573914,511039183
2126891494,37856548,1835761475,453268273,1393291978,1416744344,33867284,1864405488,1301970305,571312676,1381791328,1419653998,30212373,1406679140,31563428,28405613,1362937852,573948213,1400585540,28244214,2121472202,2892794,1402830331,1313420658,1324030309,1886601819,1413849664,1982720596,1394301492,29750091,1315119129,536562541,566519487,1920236545,469073378,28440696,429482658,1861238907,1980514427,534066143,464508597,1325953488,1428785013,519913466,502709928,1324576119,1983690063,25588332,1484142911,27391130,2096146973,1404619620,2068672484,509311176,549435686,523248309,29724403,1408535688,28477904,26895829,1399079584,18005083,1920506630,1452804206,544000322
1359261075,421160113,2042670795,1402424214,413812660,1896252297,411315189,1809316257,1803441535,472948163,1406592327,1385299714,465921627,1424911664,34690268,1437149684,1444060967,555331187,1399042602,1366252500,1318568128,1461316825,1813858575,524149791,573462044,1822579323,1495905879,1449146960,1320687306,423406271,549664437,1465372801,1462538338,1404413758,1429414673,2026527865,1342935707,31284010,2128749920,1373136695,1355267440,1498588473,17224597,531051630,478043967,1342134717,548825638,574041619,1380239128,2050108464,1873736398,1876350761,2005138213,399354093,455502042,432506184,419250237,460514617,529415464,28363906,2008081588,1299106152,442899361,453151749,455345015
1401523492,35618962,1475264989,480768796,2062690071,1899509852,1457695757,1952371550,1981617306,29748073,1917980552,462861475,2050361091,2118369204,1323420089,1963231488,1442867814,1340108208,573583482,1314138971,1427887827,2116072937,1363907332,529823688,1922792239,1921328519,1832633451,1450030333,1834394555,1416698899,1306714759,1872565797,1431368663,1294732613,477839892,2087160353,1358414119,500684666,1479555252,2130570604,557579276,1313010295,19089829,422419664,515541782,532630211,1428655121,1336874254,487527833,1875856009,1351578348,27036909,1405264608,399353356,1407076679,33733291,1328291432,1397684212,34468129,1333141714,1394931991,26521101,1307319520,1369915037,1298348816
1383113028,35283090,1827415612,517649150,534539202,2092446528,1341716001,1365856942,2076945633,1405583585,1426247500,28959111,473817233,1478542388,34922110,1354698654,551514302,554384644,2053072675,1331063477,1313896783,1396548409,491686245,538795126,1301573505,36102598,1412242875,1900400346,2083179513,1952790881,546730468,1385080374,1494567789,1401407897,405242053,2005691499,32717970,1299563521,535142275,1895736374,1381365158,1395912613,26391274,1903476352,496869034,546864229,1318807279,26313138,487527816,27189146,1395527708,26671358,2015108675,36668223,460628507,29544386,1364370190,1448181408,31947751,1311770110,538293459,27915086,2051672536,1478099190,1294165148
1343418633,34690342,1395530772,1386839000,437605609,1419551315,1377233712,1470107570,551339065,541492231,1421516810,1340283399,1401413418,2026667332,1450989949,1297005462,506874354,556192946,547510236,1417803943,1351417972,1418426362,1312988644,1494131514,2048899681,27555046,2026528022,1848694395,1323321789,1337185585,1440291176,1404452387,1406686313,1395750033,2113510497,1306535311,1995291265,507585217,1848982951,2109020231,1451218486,1419118678,571021206,4219198,466126524,1864963840,1854372950,574208213,487527817,1403015208,1347161652,1473878863,1465505270,1418274344,428375169,1969831513,26107925,1964456183,32211117,404783302,1385686978,26834771,1400492680,1478408893,34766017
547973514,486990026,1323969968,420500319,471566638,2109690913,1378573894,417859301,1485271308,1382997926,1376170092,1858549602,27946723,1375290553,418603474,1318611195,1847389616,863029489,1824868197,1417809122,1417036396,1851502412,1448622688,1487431840,863493631,26277461,1985615916,515421211,573973372,1874719008,1385783745,36307591,1378617855,573607325,1375865543,504016042,1370879924,34200988,1864549431,1446761370,1440711102,1306386846,1339927684,522510202,862318366,1882143743,2094202818,1385633816,1821648852,1964360755,135415,1980083689,1362813186,400162925,440208054,29561444,453268368,1457458937,31191132,27641127,1404654231,4355851,1944115208,1314373281,1878136943
1421231474,440208848,1408626387,30706029,1989172784,2065856744,515454678,497755976,865962359,2119043735,1401181711,456185085,466126578,1410840270,5067886,1494612689,1403272461,1382608984,1831976322,1369811101,1363669428,1398393971,1403129054,526081114,1950082791,26328025,1478375466,1384277528,1501174497,1395987476,1378207220,1439442065,1856761505,550794463,486999276,1999440374,1369985055,556204230,1854628827,1501871963,1988615636,865795787,1371563824,34516282,480579205,1407938197,1311738718,555918497,1891712363,563757482,1303154219,573900117,2006688265,408522289,518094129,460628522,476990596,1401267276,24359008,2060546,1318137332,423118714,1378812168,1327858050,1302084325
1427330411,421563251,507833583,32823198,1453400855,1851131139,427542520,1818114393,526412093,2054151191,1434844425,514121385,458507342,518076130,865058637,1461621431,1377272381,554384646,1399991907,27684300,1446396348,17340727,1407757963,526472591,28244230,434732296,1862704000,1859160390,493166160,536623049,1294732251,1443828780,1396731944,1325136903,1392753822,2064269558,446508126,1438363809,1469035132,1890154088,1371123829,1457344052,19089812,557704419,1494448915,1382357106,520065478,2074954507,1873679836,1404823976,2012341234,2116520303,1439572928,1325110490,1408776068,28949755,445404681,2029086545,1990336403,993480,1918016398,1343234454,1463470695,1320729571,1428882964
1416125921,37853586,520460605,34690686,417247204,1419432869,1393550288,1388617703,476630987,1450690544,1371714772,1401176479,489768200,1397490131,1961316487,1312702069,563419996,1399637977,26455354,26466100,1481899069,1862496061,1383864976,1857680900,1804320232,1969068115,1854014144,1296558146,1417801992,2029161994,2117262926,1294791754,1391231705,515421973,1349412052,1390122986,1442475049,484365106,1892156343,2018600818,1440057900,516657036,2007221603,475249025,1449988570,1403711664,28764027,1853230229,558269892,1436095318,1318137332,2017420236,2034276806,37095294,431853567,435166108,411213166,1435910963,31967406,29544794,1845593052,25545187,1463239365,517647449,1334084918
1331063848,436046406,16505506,1857466514,458507896,1410339315,415792686,481535520,1355572055,473940134,1395944829,551914209,448917606,1383132418,413834087,1377271083,1365298785,1304768915,1803442452,1449534304,1313250418,864580260,1346931759,1386887715,26776993,1857545761,1419295467,1872589418,1834394558,1408954511,1356109126,1481442129,1443934681,865472399,2008640791,1440266429,486814261,545589140,1857039170,1299570929,1440057898,1421502050,1967694806,31460203,493285629,1422182032,2094199289,1350717832,27984420,18810317,480426341,1882565536,1482602410,407002825,1345738862,29932696,28489004,1459651130,28817692,3916893,2026093075,2116098047,2100084997,553764951,37169837
2032359564,406086036,412016376,1416673035,1402886530,1490298702,1384309146,1441388917,1301968540,1367575521,1365011873,1358189191,415793655,1493261469,493330521,1318680712,1313642584,1317220702,1860783757,1450687756,514543823,1846025247,1388608190,1399042388,2115536965,1868906037,1846403574,2124735746,497389835,496617061,473440072,1977456812,1891686280,1952505717,1316375754,2059045306,1980999689,1426391313,1824416137,1398757581,528273395,1308227563,2065544254,460514939,1338302590,1321208357,2118983892,1312569785,1307839494,1897031586,1886460041,574838457,551335557,1379294589,408522466,427373831,429210158,2005241305,29233008,413834087,1815248001,987947,1318388448,538802073,525238476
1855450433,34766325,555984875,28977391,409872217,1425968512,414980790,490602931,1466965139,1325952147,1373358890,462523436,547706458,1456992351,1441377129,1417993735,1294984438,2099459461,550136049,1354576990,1918780264,1300137711,1465014534,1337213718,30512897,1391849342,1928707046,1485471524,1420782041,1479333070,1337182989,1476661551,1417119819,518895233,1405258988,1874703620,1891617568,498852355,2144328557,1401433404,1868120855,1501154248,1396961943,1439310415,479422834,1963815922,549816148,574207432,2110781350,28953105,1444408474,1390639824,1402408024,35307811,1367831629,466126531,1810190952,1309118230,26395120,33527164,1424795199,1992125992,2011416974,1474630492,529391851
552534046,410629317,29748073,39443284,1902022583,1417055633,864580200,553941403,1315413047,1460541431,1939548231,1299563899,1330827991,1447944193,30987348,1859969261,542152321,507936411,1887190208,547538073,2134670254,1429927247,1397635010,1363914038,1965388156,2061807765,1916893667,1451973082,1353121565,1859641973,2048571892,1414742884,507964563,1401018310,405242055,1822881391,1979716535,548648028,1958632157,2006372552,1351603225,516657034,862548978,1847665443,450224897,1365157281,1451535216,1328813162,1921754381,2060011194,1845923199,1352983892,1377701397,1947363086,417833904,1439459926,18841881,1401267288,407889762,1439148825,1313323838,437291002,1937584019,1444315853,1339855483
548890233,2076441594,551667752,412911098,476323590,1447680486,421563556,1433952878,1435316004,459062475,1482344814,31427000,476323789,1999537208,35448630,1441048623,574240978,1961570547,1973779995,1315179633,1302066153,1389513015,1390225585,1336856568,1384893423,1373344669,1461343243,504017091,1394476830,1464330972,1495131377,1443592125,502463516,2003134491,1394953840,28186958,1923310749,1400369392,1876657425,2075948495,1299570170,516657033,24733679,21606437,435289485,1424325174,553457508,1459162882,1462254114,1837722346,2016813197,1483545444,1388957807,408587161,1412517473,506095191,487375740,1821963890,31947752,26364018,1813967347,1318049484,1492348912,1461158642,507134025
865466439,39436824,28055653,467953317,34033934,1401790122,412016819,1846653633,524148236,1376696751,1395311378,39224821,1320306195,2054014238,563432398,1342747028,1913686203,2040007048,1819867042,493041468,1398403928,26193582,28434025,1378715403,497745567,1852059326,1446705908,1886166015,1393189501,2028346321,1481698403,1400477169,1445750642,1384482537,543968735,1996801458,1970024416,32235161,1323493976,1370476929,1377106254,1453312630,1306155442,1450122760,544247597,1960596032,2094199286,1423564063,1951355794,16640359,1353839955,493041957,2072013977,453463615,1391258937,36492667,481613596,2044259554,1903262409,28383716,1403114935,1330635598,1989015078,1301782702,1297403468
1946272158,440101136,27255094,1923236397,420134739,1351963618,526412126,1448986772,405242424,1359684602,2076173807,1450197599,26559121,1931522186,409646336,1353881658,26455854,1377870671,562598142,1446187177,1417113596,29305199,1389838302,1366904756,1429554327,503127057,1468071746,507462401,500550062,1835379149,1353150478,1294882304,1388837611,1308858175,502709863,2032593342,1499750514,1301861959,1884368954,2140595692,1321930337,1349134206,28471064,29095410,409430078,1826295304,1427035385,1492455232,1496910798,2076675964,1485271373,1979468141,1334037176,550172522,505807372,1458349327,22751138,2052144975,33987523,32477512,1329665676,25545180,1307320149,1340077320,513363284
2050638041,34364447,2005068268,1406690591,422358756,2101418955,31311836,1446260664,862790488,1418973660,1486020733,39940080,405597494,1459375878,30512792,1299557286,1863164468,559601591,1977514185,28950278,1313107766,1424385095,479408890,1376815543,2088017111,1425130425,1820926694,1349898074,1844082333,1385080387,1459531863,1854978753,1353195017,1406790438,1361345091,1355367926,1301575147,1426290107,1871153145,1364339964,470736058,1462283760,26653591,426291077,400581401,1895320614,1927047366,1479799320,1997363561,461493061,1365393566,1400584746,1402868813,467394202,571340325,529834057,1810190950,1359205773,407889199,410629867,1891741813,16846152,1318387673,529834398,1294924999
1326151469,34766106,551702093,443277168,2055151205,39443553,1451251364,1299639896,1843957977,28197433,1422512745,470547450,493551034,1885113660,1307249847,1363947111,1332022034,1391313814,26539702,1383914881,552398592,1479235715,28434024,22242274,28278095,2027062683,1946061815,1432256982,511921163,1359482491,1487576314,491948029,1413814847,1440103743,1332849399,1975937071,2063086536,36307050,1410779248,1331805678,1368563531,1472020433,1488458014,1990847,460044008,2038943416,473742254,29932641,490637461,1886313726,544289998,1848409247,1308819107,401249830,1310005778,458725133,405485940,2026882528,473602934,3916896,1501276471,443882050,1988321515,513848093,489768413
1989510065,31053665,522528621,1890004301,1305367285,1379216555,404184365,1303028100,1381236400,1915783694,1386852097,1964550777,473571728,1371682641,424262735,1330518888,1340473319,1391248733,1887678942,1425207324,1365823239,508330468,509726946,547229636,518863923,28398041,1383182870,1399598023,1387304552,2059536596,27643628,2017581429,505772467,1398601738,1375868193,1999723545,519935056,557581550,1476449922,1355267445,1351748173,1837524303,1304791462,1365711547,36505016,504881625,1482081074,1490254748,490637460,2127943833,1365157282,2072371294,1378843833,422104856,1473777336,28166800,29724418,2665989,534491385,29115594,1300129677,16563245,1875935360,1417495577,1803487249
1443802282,404783683,1323566835,505451247,500684552,1400391989,550233019,1868060846,523163072,1317420416,1423923439,34834953,412951120,1439438754,519265676,1424784104,28877698,2063123894,1890880029,531040159,516242735,487028035,496869455,1369636272,2033105658,2017046817,1365861089,1432287897,1331576644,1486484887,1407503489,1389806245,439121660,1849695134,504017130,2067585506,1320566018,2045123113,1821547155,1400361850,2015555273,1445047685,26484556,1330082742,515453303,1439860689,523401802,574019519,1985588278,3643352,1361141134,1400459504,1417231257,438466191,404744137,1334405270,26094121,1432436310,26202259,399353102,1328505892,1385252923,1341956110,526412093,1336871150
2038981017,1297742045,4025374,31851308,411921484,30148743,465675024,1328122227,1860097646,1879054206,1404632098,1323566151,1316563279,1474695138,1500611383,1296676382,1828010131,1360742733,27878046,1837972518,1371094908,1442976368,1311347200,1444037605,32337699,31134445,1457345158,1418090668,1331059952,2061540360,1371893804,1338634341,35345490,1450971887,479938497,1338709635,1400361707,459925308,2141595943,1356248891,1348532020,2021115867,1336856048,26978189,865769974,1339534217,1883875005,477992681,2121194598,1298837980,499274179,1852331890,1493315124,37202081,471968020,31587702,38689021,17340731,41633234,33735742,1392143004,1338910562,1459713253,1298643830,1349938176
1309715560,421423515,862098751,1432058699,421160355,2013580563,408332580,1454930904,1907554843,1477211952,1419917991,1381134838,1331798615,1460962209,32341434,1329745249,865828191,1372285400,1860513748,1417803940,548010405,1337676818,1453004443,1480891176,26509755,1487043830,1957806889,1319843436,512692384,1356430030,1439442065,562598033,508224733,1835095720,1436791712,1372784134,478203044,1303026280,1859588224,1345508516,1900728636,1312856249,1339534218,496870998,421423449,2076344868,1995235630,5048283,407889895,1405986708,1392012608,1393717272,1368130137,473918266,1411750860,427542123,1978690088,1363996795,408532188,409941783,27818855,29572596,1318388447,1314370683,445462511
1442636566,418603655,29490358,421148337,1939753938,1896258153,1374301699,1454617285,560586756,532950451,1366337809,571973517,33668657,1386223728,1807593394,1403321021,1380433940,574256552,1494279377,1368193874,556203231,1398588985,1376140505,412175717,1874126694,1335483177,1893432309,1302091157,1405882116,2020616183,544253557,1385299417,1391019042,1307740103,28085667,2104535693,1924481202,32823984,1901296235,1369519381,1388374394,1849409906,1500511613,537854251,495220217,1445510810,1428870374,429210019,1942981743,1333233683,2124859877,2086443061,1399996917,399353409,417833738,1320071862,22821070,1356030523,31593058,1845786714,1499419113,571059081,1298841720,1298511737,513054760
557472806,476812331,26633025,492144537,1306156213,1856007570,1344800673,2004360266,2055128822,1317457405,1872212885,410715503,1354428098,2026667331,399340176,1494910449,554958525,1372712494,2050741775,1488311206,1451649187,1359967498,1939582421,566442284,448742273,1965785118,1913735830,508357314,1926729750,1869048642,551548046,1811369253,1851975946,1914752053,3851159,506427501,1482283109,1304727771,1813263550,1971159566,425295397,1993599932,1476667694,551335835,408532862,2013986244,568253989,29041069,1460952259,513602014,1501268508,1400458606,2116998017,409941028,493735090,31273659,36019539,1353119647,35539310,16846103,26159285,3208644,1927207635,545655778,1347229910
27223673,406072210,1394126355,1416671701,1350595577,2027294800,459733416,1432446916,1368514446,1358844787,1376818458,1434225464,445844867,1424406497,1478384729,1437149693,1390176943,2120993539,2075689788,1385613617,1323008183,38019445,1329245043,1366507953,1914270836,555551375,1329263416,1850225485,1298516837,1822370910,540709212,1459311917,1860357879,494940266,1987591381,2005690558,518904426,1962173235,1836131471,1954672845,1355268220,1445048458,502238073,462516191,464377444,1823366103,27859993,28356128,39956007,2118377023,1367115518,27679545,2058793007,402073962,1849196930,1348527345,35957059,2006955625,29036761,28030062,27327270,1318534353,1821172080,535163989,517649150
1303028453,410801560,562598037,519699769,1334848132,1351963605,1485309034,1426532411,2075772065,1887271335,1381032051,1333232324,1304849369,1493261459,17728663,1352986231,544621009,508081735,1424666769,560604988,1294313717,865817607,1329241787,504264344,2047840715,1471857097,1479555213,1336871328,488577912,2041405931,470573542,411349611,2004309992,1323207972,1311630469,1926959485,1968979578,515796302,1970025178,1347230230,1804879506,1823297810,862285493,36587483,404783338,1306386846,2017225540,29525419,2007381323,27648285,1499983053,2001149407,1357576915,400689499,520601903,36094229,22717916,1435910956,430043607,28050993,1335797452,18718949,1893632669,1296067267,1295497666
1344311168,35447681,518092320,28747134,415792085,1356246229,1380264015,454966297,1331562804,1401909066,1427585490,862735089,566436272,1402966533,552622374,1861575996,1496089154,1820508613,1313505211,1331064329,1340106081,1317102956,1366904656,865997490,1820830790,488647678,1969170892,1811494353,495052563,1937738956,1993045722,2005423363,1477276664,1428286144,2114295090,1389005755,1485359483,521415476,1913278849,2038351361,28859408,1443869419,1493257639,1410333070,420069164,1368726059,1482080363,27995235,1321810386,27210548,1377482736,465054864,1324035600,35270746,410802694,32102786,453291205,3599883,5114969,482636135,1451214075,569299573,1373193593,1469826703,546722491
1347394322,34880265,437290311,450222531,425136126,2035404850,1371372135,1462485983,448916064,1391338454,1430957661,1305814993,1488564657,1441145994,1300171389,1344772432,1408836843,2036976081,1824869674,543260979,1396953301,26134954,1364033141,1804645860,493276798,34528122,1967223200,493041737,1498088938,1992011294,1339750328,1294731612,1345307359,2119020727,33419734,2085524707,1428681313,32807483,1941819758,1355268218,534540534,2118645121,26556675,408332214,401722064,1329855949,1296723798,548828181,487527831,1974085442,28126567,25525129,2054457463,409941743,1367387978,29732234,22821125,1990598683,465261224,33252482,1807051192,28619733,2001326727,513848094,542001745
1325357122,34516549,1329750349,408332895,401249099,1427920777,416424958,1371069945,1476620267,1312272069,2131287407,518053818,1379798241,1377957161,28798990,1354674892,1340665212,1306507985,1832012048,1863762060,1302090107,1924289883,1385573174,548200583,502709934,26320150,1463157944,1915085834,1331087706,1380023181,1309796096,1879023388,41654374,1400171221,466126440,1958867386,1905362597,1921190690,1954034293,1416321326,1407561338,1350079394,459954147,487379421,458439148,1918697891,1452598571,477215591,30512852,1475708631,1474934986,2057353528,1325711652,453268234,1398699104,425136676,524148733,1969442450,1883875655,25646387,1995404462,987888,1475636657,1371411042,571336326
2067924770,424477430,573607633,34248411,1456266412,1294313707,444269161,1831401402,535147570,1447306359,1408046107,1363667908,1933431303,1472580509,27555293,1410011452,862098819,574186594,28035496,1417809120,1393632208,26102981,1329241760,1320545055,31053579,428350523,1446278671,1450834473,1331087704,1403015291,1821958474,542692152,1884378262,1888667157,2083625944,2017190928,1437005295,557579499,1925683099,1424334832,543663043,1428738179,1395123252,1433426225,468877958,1426965540,1898127859,1336862603,1877014372,2148539426,1371306488,1924615713,1464726004,36103559,571740740,36019008,456052,1860652360,26202269,26332605,2026093077,1380615332,2013517042,1315716594,1386842786
1475637152,34690008,562594034,28060006,1483756423,1419432090,421160176,1942728632,865958777,540989735,2051473458,34766154,1452804792,1400373155,1470298767,1330232602,1395758944,505449854,2053071699,573998262,1977428878,1333284239,1385110475,572847543,1444874075,1389767219,1851178099,1416398170,1396284234,1874941733,1450099856,547036170,1863164414,1892514139,543968434,534065502,1955856871,1313102200,1913278850,1410344601,534539513,1304802630,1418426655,440411849,1377230750,2013864865,1427034906,32619149,2049726666,21165921,1320669949,491955140,2099479586,28926636,1313897512,402070042,1925206128,2028512500,408277031,2063719,547278690,1403547247,2019028203,521657477,399411826
1403046465,1407706224,1806231094,401382426,426009044,1911920640,442867311,526411032,1383843620,1486020733,2051033527,33035595,466795444,1438149539,453151514,1409070885,1346016795,2042414765,1405248020,1406510655,573919974,1338451950,1323071923,1345612629,572847449,1390054259,1415455526,1900400801,1846455825,30987279,543968937,1364106937,513336176,1445945494,1365194106,1473772057,2061031043,1400361707,1810658723,1966155140,1297743830,1341508416,516196906,437608783,463268860,1412206002,1880908153,1294081515,1829954692,1405018739,1390380394,26876043,1854605975,1867179834,1361457712,31311838,515816220,1972395770,27920302,28918322,1442576923,3107205,2040185078,1403012023,1361138416
1354171115,414670221,1389110709,36924590,542787758,2048511260,1470632042,1463172857,1364536629,1389956400,1477473218,510609479,551337765,1424406493,493330518,1431707476,1331584392,1399286751,862099841,451701496,1430481601,1453985760,1366904658,2092589758,421807505,1389368162,1926643090,1824704372,483202965,424060459,1374086685,1400477164,1490315947,1958228635,509106285,1816981101,1428684698,1433425152,1902270139,1887551807,2015016039,863607345,1393895960,526091191,453185842,1921784236,566436027,1468106612,1489484838,1401467148,535382618,1980081246,1462811031,35345075,463197776,411314235,596887,1428416332,1352936062,16847199,557584529,1403549173,1357977049,1333232029,445702192
1361455926,420125935,862977254,1490856804,438801454,1468276149,1472859288,1834761366,1438364503,1844703496,1410012232,467164552,1403694859,2067659930,437856310,1347650083,1381134311,1409241129,1379599136,26578318,550959676,451520565,1366906225,865868050,484311922,1314453682,1899155073,471969374,1450894616,569213035,2014442095,482636582,429210284,1816513806,1375868197,1874707141,1817300301,1811853540,1946075317,1485105455,1349840636,1482902175,1304837706,548650020,471968412,1427745441,35440248,1359050406,1928532648,28368181,1310170821,546855546,1372348429,1322292816,573179562,1307901814,1788262,2099647532,33343267,1479876618,1434225463,26521107,2004426357,536711346,437859976
1936073351,34364315,1949400,34834965,1995203511,2031224183,555841312,1483864695,1903273377,529823422,1422303144,520906826,421148337,1433913429,1854132231,1431707477,1446902873,2036156841,534539142,1428149512,499222063,34229993,1375639281,531051600,1449742418,27210841,1993112543,1851414086,1305267036,1321930210,561503049,1855657839,1408320003,1839280074,543968441,1985835354,557579499,1837427965,1816104251,2076029090,1306507880,1494131156,1294268080,1350477103,456185683,1306049648,1832569850,1939484986,1472467196,2146583326,1488339632,1358170414,2019458001,415792450,411213274,26262687,38689025,3872996,425137075,28844380,1458847460,571336987,2063558771,865812385,1325944382
31568987,34999793,562594032,1336864363,497218050,2041108841,30798553,1452779542,476630980,32544312,1375347352,2022903366,426026665,1485395832,498331824,1370419606,1879585367,1395759060,864639518,1334339739,1818322,38018434,1378861187,1376873993,462686013,1429408005,1949087532,1325441473,494489272,1924330606,1418806560,1342836211,1913593988,507935198,1332629008,1892280221,1389911993,29521598,410821018,1387557179,462686727,1310600086,28529359,1466981656,451991621,446874220,1427361747,1459162880,1974597196,3643361,1403037591,2085832488,1306938964,442869436,1886516382,2081988737,22821066,2091567436,408055935,31421240,1350398152,1469692388,1461777772,558242574,1347794484
2128242270,2081817829,865861083,1975607876,447076579,1304848678,1341919558,2026639404,28252723,1915783693,1490302864,571868093,463842975,1393609168,1450990984,1833679890,1420651380,565230057,1295904586,28336412,1397525632,508381460,1385770859,572847535,408277075,408532861,1825696493,1332881498,540937825,547035528,557584570,554281159,1847755723,1456744860,1923920731,2061710937,1300565420,2023384569,1861862045,1485103793,1355267445,571336587,573506870,514543482,519913226,1398902390,517565062,1495131373,1462307267,28930147,1369741012,1418401893,1470884810,469303789,33987089,440207895,27548773,2080173676,4126136,25646389,1938190429,1851715,1480242501,481691804,491695940
32419969,427142825,568157577,1820004332,33071046,34072034,524270988,1316719724,1331075712,400162096,1445177152,482053263,1339775760,1383831992,29021778,1482331614,1394851805,1394161754,1857370549,1425985583,1368028761,1376255376,1405316973,1421435479,2104757080,1836887764,1354657059,1868489164,1866350524,1364106728,1323264436,1374602770,1456652539,1415293973,505363357,447280750,1967058393,1338368352,1820457054,1989320505,543655497,516655035,26552835,424235667,472948115,1925481343,483592367,1370484116,1488458899,1404605117,1809483005,1368694560,424060304,406924308,425137431,1355854442,22706393,1466543236,408332512,446732031,1304732638,19612665,1988321516,1419499842,523248096
1452830430,410801520,562597039,34532261,557581487,2036173275,418602702,862787831,1297799894,1417604005,1437150735,518174495,1381583288,1804484576,1490879624,1373452120,513938897,542787605,1439379780,27776898,1396946360,1401018996,512358041,1880401436,482999645,1498762946,1842783999,1302090193,544128827,1837523508,1302084584,1296491967,1293979808,1852251051,543968461,1344873,1837972529,1384888377,1869598832,1811582183,1854172966,1423873731,19089823,471374237,2010659344,1896150209,501220198,5044318,452608048,1834349114,1859474167,1494787454,1358848073,32408518,539882662,474764269,35345721,1399941029,4010796,417833903,1371879676,1295293590,1941944244,1316440592,409872558
1894436326,35726099,1318621183,1365598047,427542391,1909725801,441491638,1973619101,1361288419,29819619,1390105382,1844371267,476323791,1408144215,1316547369,1313052852,1377364275,565229851,427416998,1376831070,1472491302,1394116863,1420859828,529834020,23043171,1951857489,2015938566,1988863276,1834400098,501622123,1897686364,554351017,1450742764,1414744426,1832777811,1390414775,573577057,1399256562,2012330518,1419720677,1346713257,1427018278,573622330,498577591,469699066,1484828860,1984897929,1321392789,1946835831,2006080183,1440290863,1367319669,1381015685,550168726,481876106,427546469,18055765,1419772302,1447579929,26202714,1362603743,16563241,38857671,467390482,863493631
